1000 1e-06 1e-06
2000 1e-06 0
3000 1e-06 0
4000 1e-06 1e-06
5000 1e-06 0
6000 1e-06 1e-06
7000 3e-06 0
8000 0 0
9000 1e-06 1e-06
10000 0 0
11000 0 0
12000 1e-06 0
13000 1e-06 0
14000 1e-06 0
15000 1e-06 0
16000 1e-06 0
17000 1e-06 0
18000 1e-06 0
19000 0 0
20000 1e-06 0
21000 0 0
22000 0 0
23000 1e-06 1e-06
24000 1e-06 0
25000 0 1e-06
26000 0 0
27000 1e-06 0
28000 1e-06 1e-06
29000 1e-06 0
30000 1e-06 0
31000 1e-06 0
32000 0 0
33000 0 0
34000 0 0
35000 1e-06 0
36000 0 0
37000 1e-06 0
38000 0 1e-06
39000 1e-06 0
40000 1e-06 0
41000 0 0
42000 1e-06 0
43000 1e-06 0
44000 2e-06 0
45000 1e-06 0
46000 0 1e-06
47000 0 1e-06
48000 0 1e-06
49000 1e-06 0
50000 1e-06 0
51000 1e-06 0
52000 1e-06 1e-06
53000 0 1e-06
54000 1e-06 1e-06
55000 1e-06 0
56000 1e-06 1e-06
57000 1e-06 0
58000 0 0
59000 1e-06 0
60000 1e-06 1e-06
61000 0 1e-06
62000 1e-06 1e-06
63000 0 0
64000 1e-06 0
65000 0 1e-06
66000 1e-06 0
67000 0 1e-06
68000 0 0
69000 1e-06 1e-06
70000 0 1e-06
71000 0 1e-06
72000 1e-06 0
73000 1e-06 1e-06
74000 0 0
75000 1e-06 0
76000 1e-06 0
77000 1e-06 0
78000 0 0
79000 1e-06 0
80000 0 0
81000 0 1e-06
82000 1e-06 0
83000 1e-06 0
84000 0 1e-06
85000 1e-06 0
86000 0 1e-06
87000 1e-06 0
88000 1e-06 0
89000 1e-06 0
90000 1e-06 0
91000 1e-06 0
92000 1e-06 0
93000 1e-06 0
94000 1e-06 0
95000 1e-06 0
96000 1e-06 0
97000 1e-06 0
98000 0 1e-06
99000 1e-06 0
100000 1e-06 0
101000 0 0
102000 1e-06 0
103000 1e-06 1e-06
104000 1e-06 1e-06
105000 1e-06 0
106000 0 1e-06
107000 1e-06 1e-06
108000 1e-06 0
109000 0 1e-06
110000 1e-06 0
111000 1e-06 0
112000 1e-06 0
113000 0 0
114000 1e-06 1e-06
115000 0 0
116000 1e-06 1e-06
117000 1e-06 0
118000 1e-06 0
119000 0 0
120000 0 0
121000 1e-06 0
122000 1e-06 0
123000 1e-06 0
124000 1e-06 0
125000 1e-06 0
126000 0 1e-06
127000 0 1e-06
128000 1e-06 0
129000 0 0
130000 3e-06 0
131000 1e-06 0
132000 1e-06 0
133000 1e-06 1e-06
134000 1e-06 1e-06
135000 1e-06 1e-06
136000 1e-06 0
137000 1e-06 0
138000 1e-06 0
139000 1e-06 1e-06
140000 1e-06 1e-06
141000 0 0
142000 1e-06 1e-06
143000 1e-06 0
144000 0 0
145000 0 0
146000 1e-06 1e-06
147000 1e-06 0
148000 0 0
149000 1e-06 1e-06
150000 1e-06 0
151000 1e-06 0
152000 0 1e-06
153000 1e-06 0
154000 0 0
155000 1e-06 0
156000 1e-06 0
157000 1e-06 0
158000 1e-06 0
159000 1e-06 1e-06
160000 1e-06 1e-06
161000 1e-06 1e-06
162000 1e-06 1e-06
163000 0 0
164000 0 0
165000 0 0
166000 1e-06 0
167000 1e-06 0
168000 1e-06 0
169000 0 0
170000 1e-06 0
171000 0 0
172000 1e-06 1e-06
173000 0 1e-06
174000 1e-06 0
175000 1e-06 0
176000 2e-06 0
177000 1e-06 0
178000 0 1e-06
179000 1e-06 1e-06
180000 0 0
181000 1e-06 1e-06
182000 1e-06 1e-06
183000 1e-06 1e-06
184000 1e-06 1e-06
185000 1e-06 0
186000 0 0
187000 0 1e-06
188000 0 0
189000 1e-06 0
190000 0 0
191000 1e-06 0
192000 0 0
193000 1e-06 1e-06
194000 1e-06 1e-06
195000 1e-06 0
196000 1e-06 0
197000 0 1e-06
198000 2e-06 0
199000 0 0
200000 1e-06 0
