1000 1
2000 5
3000 9
4000 15
5000 25
6000 34
7000 46
8000 58
9000 77
10000 99
11000 123
12000 156
13000 185
14000 226
15000 268
16000 336
17000 378
18000 431
19000 475
20000 518
22000 683
24000 812
26000 978
28000 1125
30000 1325
