5	1e-06
10	0
15	0
20	1e-06
25	1e-06
30	1e-06
35	1e-06
40	0
45	1e-06
50	1e-06
55	1e-06
60	1e-06
65	1e-06
70	1e-06
75	1e-06
80	0
85	1e-06
90	1e-06
95	1e-06
100	1e-06
105	1e-06
110	1e-06
115	1e-06
120	1e-06
125	1e-06
130	0
135	1e-06
140	1e-06
145	1e-06
150	0
155	1e-06
160	1e-06
165	1e-06
170	1e-06
175	1e-06
180	1e-06
185	1e-06
190	0
195	1e-06
200	0
205	1e-06
210	1e-06
215	1e-06
220	1e-06
225	1e-06
230	1e-06
235	1e-06
240	3e-06
245	1e-06
250	1e-06
255	1e-06
260	1e-06
265	1e-06
270	1e-06
275	1e-06
280	1e-06
285	1e-06
290	1e-06
295	1e-06
300	1e-06
305	1e-06
310	1e-06
315	1e-06
320	1e-06
325	1e-06
330	1e-06
335	1e-06
340	1.5e-05
345	1e-06
350	1e-06
355	1e-06
360	1e-06
365	1e-06
370	1e-06
375	1e-06
380	2e-06
385	2e-06
390	2e-06
395	1e-06
400	1e-06
405	1e-06
410	1e-06
415	1e-06
420	1e-06
425	1e-06
430	1e-06
435	1e-06
440	2e-06
445	1e-06
450	1e-06
455	2e-06
460	1e-06
465	1e-06
470	1e-06
475	2e-06
480	1e-06
485	2e-06
490	1e-06
495	1e-06
500	1e-06
505	5.9e-05
510	2e-06
515	1e-06
520	2e-06
525	1e-06
530	1e-06
535	2e-06
540	2e-06
545	2e-06
550	1e-06
555	2e-06
560	1e-06
565	1e-06
570	1e-06
575	1e-06
580	1e-06
585	1e-06
590	1e-06
595	1e-06
600	1e-06
605	2e-06
610	1e-06
615	2e-06
620	1e-06
625	1e-06
630	1e-06
635	1e-06
640	1e-06
645	1e-06
650	1e-06
655	1e-06
660	1e-06
665	1e-06
670	1e-06
675	2e-06
680	2e-06
685	1e-06
690	1e-06
695	2e-06
700	2e-06
705	1e-06
710	2e-06
715	2e-06
720	1e-06
725	1.3e-05
730	2e-06
735	1e-06
740	1e-06
745	1e-06
750	1e-06
755	1e-06
760	2e-06
765	1e-06
770	1e-06
775	1e-06
780	2e-06
785	2e-06
790	1e-06
795	2e-06
800	1e-06
805	1e-06
810	1e-06
815	1e-06
820	2e-06
825	1e-06
830	1e-06
835	2e-06
840	2e-06
845	2e-06
850	1e-06
855	1e-06
860	1e-06
865	1e-06
870	2e-06
875	1e-06
880	1e-06
885	2e-06
890	1e-06
895	2e-06
900	2e-06
905	2e-06
910	2e-06
915	2e-06
920	7e-06
925	2e-06
930	2e-06
935	1e-06
940	2e-06
945	1e-06
950	1e-06
955	2e-06
960	2e-06
965	2e-06
970	1e-06
975	1e-06
980	2e-06
985	1e-06
990	2e-06
995	1e-06
1000	2e-06
