5	1e-06
10	1e-06
15	1e-06
20	3e-06
25	8e-06
30	4e-06
35	5e-06
40	6e-06
45	6e-06
50	7e-06
55	8e-06
60	0.000258
65	1e-05
70	1.2e-05
75	1.3e-05
80	1.8e-05
85	1.6e-05
90	1.8e-05
95	1.9e-05
100	2.3e-05
105	2.3e-05
110	2.6e-05
115	2.6e-05
120	2.6e-05
125	3.3e-05
130	3.2e-05
135	3.4e-05
140	3.7e-05
145	3.7e-05
150	4.3e-05
155	4.4e-05
160	4.4e-05
165	4.6e-05
170	7e-05
175	5.4e-05
180	6.9e-05
185	0.000119
190	5.8e-05
195	7.5e-05
200	7.2e-05
205	7.4e-05
210	7.4e-05
215	7.5e-05
220	7.9e-05
225	0.000209
230	8.2e-05
235	9.2e-05
240	0.000203
245	0.000294
250	9.7e-05
255	0.0001
260	0.000477
265	0.000103
270	0.000114
275	0.000118
280	0.000175
285	0.00014
290	0.000116
295	0.000126
300	0.000136
305	0.000141
310	0.000144
315	0.000149
320	0.00016
325	0.000196
330	0.000177
335	0.000168
340	0.000171
345	0.000459
350	0.000179
355	0.000184
360	0.000195
365	0.000363
370	0.000202
375	0.000212
380	0.000238
385	0.000269
390	0.0003
395	0.000227
400	0.000321
405	0.000243
410	0.000577
415	0.000274
420	0.000319
425	0.000438
430	0.000321
435	0.000323
440	0.000296
445	0.000297
450	0.000314
455	0.00052
460	0.000345
465	0.000317
470	0.000429
475	0.000321
480	0.000334
485	0.000511
490	0.000427
495	0.000343
500	0.000523
505	0.000498
510	0.000528
515	0.000356
520	0.000438
525	0.000386
530	0.004879
535	0.000749
540	0.000392
545	0.000408
550	0.000391
555	0.000395
560	0.000417
565	0.000413
570	0.000549
575	0.001874
580	0.000498
585	0.000438
590	0.000444
595	0.000574
600	0.000757
605	0.000688
610	0.000779
615	0.000539
620	0.000556
625	0.000651
630	0.000752
635	0.000707
640	0.000599
645	0.000592
650	0.000746
655	0.000618
660	0.000602
665	0.000622
670	0.000725
675	0.001481
680	0.000796
685	0.000748
690	0.000739
695	0.001767
700	0.00081
705	0.000877
710	0.001723
715	0.000836
720	0.000729
725	0.001306
730	0.001149
735	0.000845
740	0.000777
745	0.000925
750	0.00094
755	0.000791
760	0.000803
765	0.000804
770	0.001032
775	0.000944
780	0.001408
785	0.00083
790	0.000931
795	0.001196
800	0.000977
805	0.001017
810	0.001057
815	0.001148
820	0.001003
825	0.001061
830	0.001005
835	0.001013
840	0.001115
845	0.001107
850	0.001115
855	0.001278
860	0.001106
865	0.001114
870	0.001119
875	0.001059
880	0.001134
885	0.001091
890	0.001095
895	0.001217
900	0.0011
905	0.001736
910	0.001414
915	0.003748
920	0.001534
925	0.001487
930	0.001166
935	0.003129
940	0.001284
945	0.001974
950	0.001373
955	0.001908
960	0.004776
965	0.001473
970	0.002264
975	0.001321
980	0.00144
985	0.001663
990	0.002061
995	0.002301
1000	0.001524
